Store Name,Article Mix,Gender,Series,Article,Tier,Total Recommendation,Recommendation (box),kode kecil,ASSRT STATUS,BROKEN SIZE
Zuma Tunjungan Plaza,L2AZCAV225,LADIES,CLASSIC,"LADIES CLASSIC 25, DARK GREY",2,6,0,L1CAV225,BROKEN,39
Zuma Tunjungan Plaza,L1CA3AV232,LADIES,CLASSIC,"LADIES CLASSIC 32, BLACK STONE",2,1,0,L1CAV232,BROKEN,"36, 37, 39, 41"
Zuma Tunjungan Plaza,L1CM0MV201,LADIES,CLASSIC,"LADIES CLASSIC METALIC 1, BLACK GOLD",1,6,0,L1CMV201,BROKEN,36
Zuma Tunjungan Plaza,L1CA3AV238,LADIES,CLASSIC,"LADIES CLASSIC 38, SAGE",2,-5,0,L1CAV238,BROKEN,"36, 38"
Zuma Tunjungan Plaza,L1CM0MV202,LADIES,CLASSIC,"LADIES CLASSIC METALIC 2, BLEACH SAND",1,1,0,L1CMV202,BROKEN,40
Zuma Tunjungan Plaza,L2AZCAV223,LADIES,CLASSIC,"LADIES CLASSIC 23, NAVY GREY",1,6,1,L1CAV223,FULL,
Zuma Tunjungan Plaza,L1CA3AV235,LADIES,CLASSICEARTH,"LADIES CLASSIC EARTH 35, MACCHIATO",2,8,1,L1CAV235,BROKEN,39
Zuma Tunjungan Plaza,L1CA3AV233,LADIES,CLASSICEARTH,"LADIES CLASSIC EARTH 33, ROSY BROWN",3,0,0,L1CAV233,BROKEN,"36, 37, 41"
Zuma Tunjungan Plaza,L1CA3AV231,LADIES,CLASSICEARTH,"LADIES CLASSIC EARTH 31, JADE",3,4,0,L1CAV231,BROKEN,"38, 41"
Zuma Tunjungan Plaza,L1CA3AV236,LADIES,CLASSICEARTH,"LADIES CLASSIC EARTH 36, OCHRE",3,1,0,L1CAV236,BROKEN,"36, 37, 38, 39, 41"
Zuma Tunjungan Plaza,E2AZEAV210,LADIES,ELSA,"LADIES ELSA 10, SILVER NAVY",1,2,0,L1EAV210,BROKEN,"36, 37"
Zuma Tunjungan Plaza,E2AZEAV206,LADIES,ELSA,"LADIES ELSA 6, JET BLACK",1,3,0,L1EAV206,BROKEN,36
Zuma Tunjungan Plaza,L1EAVAV213,LADIES,ELSA,"LADIES ELSA 13, CHESTNUT",3,-6,-1,L1EAV213,BROKEN,37
Zuma Tunjungan Plaza,E2AZEAV207,LADIES,ELSA,"LADIES ELSA 7, BLACK GOLD",3,0,0,L1EAV207,BROKEN,"36, 37, 38, 39, 40"
Zuma Tunjungan Plaza,L1EA1AV211,LADIES,ELSA,"LADIES ELSA 11, GINGERSNAP",1,-4,0,L1EAV211,BROKEN,41
Zuma Tunjungan Plaza,L1EA1AV212,LADIES,ELSA,"LADIES ELSA 12, BROWINE GOLD",3,0,0,L1EAV212,BROKEN,"36, 37, 39, 40"
Zuma Tunjungan Plaza,L1EAVAV214,LADIES,ELSA,"LADIES ELSA 14, TERRACOTA",3,-5,0,L1EAV214,BROKEN,"36, 37"
Zuma Tunjungan Plaza,L1EAVAV215,LADIES,ELSA,"LADIES ELSA 15, BLUSH",3,6,1,L1EAV215,BROKEN,38
Zuma Tunjungan Plaza,L1EAVAV216,LADIES,ELSA,"LADIES ELSA 16, SAND GOLD",3,-2,0,L1EAV216,BROKEN,"36, 37, 38, 40"
Zuma Tunjungan Plaza,L1EAVAV217,LADIES,ELSA,"LADIES ELSA 17, SKY BLUE",3,3,0,L1EAV217,BROKEN,"36, 39"
Zuma Tunjungan Plaza,L1FL0LV101,LADIES,FLO,"LADIES FLO 1, BLACK",1,-7,-1,L1FLV101,FULL,
Zuma Tunjungan Plaza,L1FLOLV103,LADIES,FLO,"LADIES FLO 3, LIGHT BROWN",2,-3,0,L1FLV103,BROKEN,"36, 37"
Zuma Tunjungan Plaza,L1FL0LV107,LADIES,FLO,"LADIES FLO 7, OTTER",2,-1,0,L1FLV107,BROKEN,38
Zuma Tunjungan Plaza,L1FLVLV109,LADIES,FLO,"LADIES FLO 9, GREY",3,0,0,L1FLV109,BROKEN,"36, 37, 38, 39"
Zuma Tunjungan Plaza,L1FL01FL05,LADIES,FLO,"LADIES FLO 5, WHITE",3,8,1,L1FL05,FULL,
Zuma Tunjungan Plaza,L1FL01FL06,LADIES,FLO,"LADIES FLO 6, ROSE",4,2,0,L1FL06,BROKEN,"36, 37, 38, 39, 40"
Zuma Tunjungan Plaza,L1FLVLV110,LADIES,FLO,"LADIES FLO 10, REDWOOD",4,0,0,L1FLV110,BROKEN,"36, 37, 38, 39, 40"
Zuma Tunjungan Plaza,L1FL01FL08,LADIES,FLO,"LADIES FLO 8, SPRING LAKE",4,1,0,L1FL08,BROKEN,"36, 37, 38, 39, 40"
Zuma Tunjungan Plaza,L1WIVIV201,LADIES,IRIS,"LADIES WEDGES IRIS 1, BLACK",3,1,0,L1WIV201,BROKEN,"36, 37, 38, 39, 40"
Zuma Tunjungan Plaza,L1WIVIV104,LADIES,IRIS,"LADIES WEDGES IRIS 4, BEIGE",3,0,0,L1WIV104,BROKEN,"36, 37, 38, 39, 40"
Zuma Tunjungan Plaza,L1WIVIV102,LADIES,IRIS,"LADIES WEDGES IRIS 2, MIDNIGHT BLUE",4,1,0,L1WIV102,BROKEN,"36, 37, 38, 39, 40"
Zuma Tunjungan Plaza,L1WIVIV103,LADIES,IRIS,"LADIES WEDGES IRIS 3, DUSTY PINK",4,1,0,L1WIV103,BROKEN,"37, 38, 40"
Zuma Tunjungan Plaza,L1LNVNV207,LADIES,LUNA,"LADIES LUNA 7, BEIGE",3,5,0,LN1LNV207,BROKEN,36
Zuma Tunjungan Plaza,L1LNVNV103,LADIES,LUNA,"LADIES LUNA 3, WHITE",2,5,0,LN1LNV103,BROKEN,39
Zuma Tunjungan Plaza,L1LNVNV205,LADIES,LUNA,"LADIES LUNA 5, COFFEE",3,14,1,LN1LNV205,BROKEN,"36, 40"
Zuma Tunjungan Plaza,L1LNVNV101,LADIES,LUNA,"LADIES LUNA 1, BLACK",3,0,0,LN1LNV101,FULL,
Zuma Tunjungan Plaza,L1LNVNV104,LADIES,LUNA,"LADIES LUNA 4, NAVY",3,-4,0,LN1LNV104,BROKEN,"36, 38, 40"
Zuma Tunjungan Plaza,L1LNVNV206,LADIES,LUNA,"LADIES LUNA 6, OLIVE",3,4,0,LN1LNV206,BROKEN,39
Zuma Tunjungan Plaza,L1LNVNV102,LADIES,LUNA,"LADIES LUNA 2, MOCHA",3,-13,-1,LN1LNV102,BROKEN,36
Zuma Tunjungan Plaza,L1SPVPV201,LADIES,PUFFY,"LADIES SLIDE PUFFY 1, BLACK",2,-12,-1,L1SPV201,BROKEN,"36, 37, 41"
Zuma Tunjungan Plaza,L1SPVPV204,LADIES,PUFFY,"LADIES SLIDE PUFFY 4, NAVY",2,5,0,L1SPV204,BROKEN,40
Zuma Tunjungan Plaza,L1SPVPV206,LADIES,PUFFY,"LADIES SLIDE PUFFY 6, MINT",3,-4,0,L1SPV206,BROKEN,"36, 37"
Zuma Tunjungan Plaza,L1SPVPV207,LADIES,PUFFY,"LADIES SLIDE PUFFY 7, LATTE",2,0,0,L1SPV207,BROKEN,"36, 38, 39"
Zuma Tunjungan Plaza,L1SPVPV202,LADIES,PUFFY,"LADIES SLIDE PUFFY 2, REDWOOD",3,0,0,L1SPV202,BROKEN,"37, 38, 39"
Zuma Tunjungan Plaza,L1SPVPV210,LADIES,PUFFY,"LADIES SLIDE PUFFY 10, GOLD",8,-6,-1,L1SPV210,FULL,
Zuma Tunjungan Plaza,L1SPVPV208,LADIES,PUFFY,"LADIES SLIDE PUFFY 8, BRONZE",8,-5,0,L1SPV208,BROKEN,"36, 37, 40"
Zuma Tunjungan Plaza,L1SPVPV205,LADIES,PUFFY,"LADIES SLIDE PUFFY 5, OTTER",3,-1,0,L1SPV205,BROKEN,"36, 38, 39, 40"
Zuma Tunjungan Plaza,L1SPVPV103,LADIES,PUFFY,"LADIES SLIDE PUFFY 3, SILVER",4,0,0,L1SPV103,BROKEN,"36, 37, 38, 39, 40"
Zuma Tunjungan Plaza,L1SH01SH01,LADIES,STITCH,"LADIES STITCH 1, NAVY",8,-5,0,L1SH01,BROKEN,"38, 39, 40"
Zuma Tunjungan Plaza,L1SH01SH02,LADIES,STITCH,"LADIES STITCH 2, PINK",8,-3,0,L1SH02,BROKEN,"37, 38, 40"
Zuma Tunjungan Plaza,L1WGVGV212,LADIES,WEDGES,"LADIES WEDGES 12, OLIVE",3,-3,0,L1WGV212,FULL,
Zuma Tunjungan Plaza,SJ2AWGV202,LADIES,WEDGES,"LADIES WEDGES 2, JET BLACK",2,1,0,L1WGV202,BROKEN,"36, 39"
Zuma Tunjungan Plaza,SJ2AWGV201,LADIES,WEDGES,"LADIES WEDGES 1, BLACK GOLD",3,-5,0,L1WGV201,BROKEN,38
Zuma Tunjungan Plaza,L1WGVGV210,LADIES,WEDGES,"LADIES WEDGES 10, CHESTNUT",2,1,0,L1WGV210,FULL,
Zuma Tunjungan Plaza,L1WGVGV211,LADIES,WEDGES,"LADIES WEDGES 11, SAND",2,13,1,L1WGV211,FULL,
Zuma Tunjungan Plaza,SJ2AWGV203,LADIES,WEDGES,"LADIES WEDGES 3, NAVY",3,-2,0,L1WGV203,FULL,
Zuma Tunjungan Plaza,SJ2AWGV204,LADIES,WEDGES,"LADIES WEDGES 4, GINGER SNAP",3,0,0,L1WGV204,FULL,
Zuma Tunjungan Plaza,J1CA0AV304,JUNIOR,CLASSIC,"JUNIOR CLASSIC 4, ARMY",3,0,0,J1CAV304,BROKEN,"35, 37, 38"
Zuma Tunjungan Plaza,J1CA0AV303,JUNIOR,CLASSIC,"JUNIOR CLASSIC 3, NAVY",2,-3,0,J1CAV303,FULL,
Zuma Tunjungan Plaza,J1CA0AV301,JUNIOR,CLASSIC,"JUNIOR CLASSIC 1, BLACK",2,-4,0,J1CAV301,FULL,
Zuma Tunjungan Plaza,J1CA0AV302,JUNIOR,CLASSIC,"JUNIOR CLASSIC 2, GREY",3,-7,-1,J1CAV302,BROKEN,36
Zuma Tunjungan Plaza,G2CAVAV307,GIRLS,CLASSIC,"GIRLS CLASSIC 7, MAUVE",3,-3,0,G2CAV207,FULL,
Zuma Tunjungan Plaza,G2CAVAV305,GIRLS,CLASSIC,"GIRLS CLASSIC 5, GINGER SNAP",3,-2,0,G2CAV205,BROKEN,"27/28, 31/32, 33/34"
Zuma Tunjungan Plaza,G2CAVAV306,GIRLS,CLASSIC,"GIRLS CLASSIC 6, GREY",3,6,1,G2CAV206,BROKEN,31/32
Zuma Tunjungan Plaza,G2CA0AV301,GIRLS,CLASSIC,"GIRLS CLASSIC 1, NAVY",3,5,0,G2CAV201,BROKEN,33/34
Zuma Tunjungan Plaza,G2CA0AV303,GIRLS,CLASSIC,"GIRLS CLASSIC 3, HAZELNUT",3,-3,0,G2CAV303,BROKEN,"27/28, 31/32, 33/34"
Zuma Tunjungan Plaza,G2CAVAV304,GIRLS,CLASSIC,"GIRLS CLASSIC 4, BLACK",3,-9,-1,G2CAV204,BROKEN,27/28
Zuma Tunjungan Plaza,G2CA0AV302,GIRLS,CLASSIC,"GIRLS CLASSIC 2, CANDY PINK",3,10,1,G2CAV202,BROKEN,33/34
Zuma Tunjungan Plaza,G2MEVEV103,GIRLS,DISNEY,"GIRLS MICKEY MINNIE 3, ROSE",2,1,0,G2MEV103,BROKEN,"27/28, 29/30, 31/32"
Zuma Tunjungan Plaza,G2MEVEV101,GIRLS,DISNEY,"GIRLS MICKEY MINNIE 1, BLACK",2,9,1,G2MEV101,FULL,
Zuma Tunjungan Plaza,G2MEVEV102,GIRLS,DISNEY,"GIRLS MICKEY MINNIE 2, SAGE",3,4,0,G2MEV102,FULL,
Zuma Tunjungan Plaza,G2VS02VS02,GIRLS,STITCH,"GIRLS VELCRO STITCH 2, PINK",3,1,0,G2VS02,BROKEN,29/30
Zuma Tunjungan Plaza,G2VB02VB03,GIRLS,VELCRO,"GIRLS VELCRO BRICKS 3, SAGE",3,4,0,G2VB03,FULL,
Zuma Tunjungan Plaza,G2VB02VB01,GIRLS,VELCRO,"GIRLS VELCRO BRICKS 1, CORAL",3,1,0,G2VB01,FULL,
Zuma Tunjungan Plaza,G2VB02VB02,GIRLS,VELCRO,"GIRLS VELCRO BRICKS 2, OAT PINK",3,-4,0,G2VB02,FULL,
Zuma Tunjungan Plaza,B2CAVAV306,BOYS,CLASSIC,"BOYS CLASSIC 6, GREY LIME",3,1,0,B2CAV206,BROKEN,27/28
Zuma Tunjungan Plaza,B2CA0AV301,BOYS,CLASSIC,"BOYS CLASSIC 1, BLACK",2,4,0,B2CAV301,BROKEN,29/30
Zuma Tunjungan Plaza,B2CA0AV303,BOYS,CLASSIC,"BOYS CLASSIC 3, ARMY",3,4,0,B2CAV303,BROKEN,29/30
Zuma Tunjungan Plaza,B2CAVAV304,BOYS,CLASSIC,"BOYS CLASSIC 4, BLACK TURQUOISE",3,8,1,B2CAV204,FULL,
Zuma Tunjungan Plaza,B2CA0AV302,BOYS,CLASSIC,"BOYS CLASSIC 2, NAVY",2,-3,0,B2CAV302,BROKEN,"27/28, 29/30, 33/34"
Zuma Tunjungan Plaza,B2CAVAV305,BOYS,CLASSIC,"BOYS CLASSIC 5, NAVY GREY",2,8,1,B2CAV205,FULL,
Zuma Tunjungan Plaza,B2MMVMV103,BOYS,DISNEY,"BOYS MICKEY MOUSE 3, BLUE",3,0,0,B2MMV103,BROKEN,"29/30, 31/32, 33/34"
Zuma Tunjungan Plaza,B2MMVMV102,BOYS,DISNEY,"BOYS MICKEY MOUSE 2, MOCHA",3,-3,0,B2MMV102,FULL,
Zuma Tunjungan Plaza,B2MMVMV101,BOYS,DISNEY,"BOYS MICKEY MOUSE 1, BLACK",3,3,0,B2MMV101,BROKEN,"29/30, 31/32, 33/34"
Zuma Tunjungan Plaza,B1SL0LV101,BOYS,SLIDE,"BOYS SLIDE MAX 1, BLACK",2,8,1,B1SLV101,BROKEN,"34, 36, 37, 39"
Zuma Tunjungan Plaza,B1SL0LV102,BOYS,SLIDE,"BOYS SLIDE MAX 2, NAVY",2,-11,-1,B1SLV102,BROKEN,34
Zuma Tunjungan Plaza,B1SL0LV103,BOYS,SLIDE,"BOYS SLIDE MAX 3, ARMY",2,-3,0,B1SLV103,BROKEN,34
Zuma Tunjungan Plaza,B2VS02VS01,BOYS,STITCH,"BOYS VELCRO STITCH 1, NAVY",3,1,0,B2VS01,BROKEN,"27/28, 29/30, 31/32"
Zuma Tunjungan Plaza,B2TS02TS02,BOYS,TOY STORY,"BOYS TOY STORY 2, BLUE",3,1,0,B2TS02,BROKEN,"29/30, 31/32"
Zuma Tunjungan Plaza,B2TS02TS01,BOYS,TOY STORY,"BOYS TOY STORY 1, BROWN",3,1,0,B2TS01,BROKEN,29/30
Zuma Tunjungan Plaza,B2VB02VB01,BOYS,VELCRO,"BOYS VELCRO BRICKS 1, ALL BLACK",3,-4,0,B2VB01,BROKEN,29/30
Zuma Tunjungan Plaza,B2VB02VB02,BOYS,VELCRO,"BOYS VELCRO BRICKS 2, COCOA",3,5,0,B2VB02,FULL,
Zuma Tunjungan Plaza,B2VB02VB03,BOYS,VELCRO,"BOYS VELCRO BRICKS 3, GREY",3,2,0,B2VB03,BROKEN,27/28
Zuma Tunjungan Plaza,Z2BT02BT01,BABY,BATMAN,"BABY BATMAN 1, BLUE",2,6,0,Z2BT01,FULL,
Zuma Tunjungan Plaza,Z2CA0AV105,BABY,CLASSIC,"BABY CLASSIC 5, COFFEE",2,3,0,Z2CA05,FULL,
Zuma Tunjungan Plaza,Z2CAVAV103,BABY,CLASSIC,"BABY CLASSIC 3, CANDY PINK",3,10,1,Z2CAV103,FULL,
Zuma Tunjungan Plaza,Z2CA0AV104,BABY,CLASSIC,"BABY CLASSIC 4, NAVY",1,6,1,Z2CAV104,FULL,
Zuma Tunjungan Plaza,Z2CA0AV106,BABY,CLASSIC,"BABY CLASSIC 6, GREY",3,5,0,Z2CA06,BROKEN,"21/22, 23/24"
Zuma Tunjungan Plaza,Z2CA0AV107,BABY,CLASSIC,"BABY CLASSIC 7, HONEY GINGER",3,2,0,Z2CA07,BROKEN,23/24
Zuma Tunjungan Plaza,Z2CA02CA01,BABY,CLASSIC,"BABY BOYS CLASSIC 1, STEEL BLUE",4,0,0,Z2CA01,BROKEN,"21/22, 23/24, 25/26"
Zuma Tunjungan Plaza,Z2CAVAV102,BABY,CLASSIC,"BABY CLASSIC 2, HAZELNUT",2,5,0,,BROKEN,23/24
Zuma Tunjungan Plaza,Z2CA0AV108,BABY,CLASSIC,"BABY CLASSIC 8, NUDE",3,-6,-1,Z2CA08,BROKEN,25/26
Zuma Tunjungan Plaza,Z2CA0AV109,BABY,CLASSIC,"BABY CLASSIC 9, SAGE",3,4,0,Z2CA09,FULL,
Zuma Tunjungan Plaza,Z2CA02CA03,BABY,CLASSIC,"BABY GIRLS CLASSIC 3, CANDY PINK",3,-2,0,Z2CA03,BROKEN,"21/22, 25/26"
Zuma Tunjungan Plaza,Z2CM02CM01,BABY,COCOMELON,"BABY COCOMELON 1, PINK",2,-3,0,Z2CM01,BROKEN,"21/22, 25/26"
Zuma Tunjungan Plaza,Z2CM02CM02,BABY,COCOMELON,"BABY COCOMELON 2, RED GREEN",3,-1,0,Z2CM02,BROKEN,"21/22, 25/26"
Zuma Tunjungan Plaza,Z2CM02CM03,BABY,COCOMELON,"BABY COCOMELON 3, BLUE YELLOW",3,-1,0,Z2CM03,FULL,
Zuma Tunjungan Plaza,Z2DM02DM02,BABY,DISNEY,"BABY DISNEY MICKEY 2, NAVY",2,0,0,Z2DM02,BROKEN,25/26
Zuma Tunjungan Plaza,Z2DI02DI02,BABY,DISNEY,"BABY DISNEY MINNIE 2, BLUSH NUDE",2,7,1,Z2DI02,FULL,
Zuma Tunjungan Plaza,Z2DM02DM01,BABY,DISNEY,"BABY DISNEY MICKEY 1, RED",3,5,0,Z2DM01,FULL,
Zuma Tunjungan Plaza,Z2DI02DI01,BABY,DISNEY,"BABY DISNEY MINNIE 1, LAVENDER",3,-2,0,Z2DI01,BROKEN,25/26
Zuma Tunjungan Plaza,Z2LS02LS01,BABY,LOTSO,"BABY LOTSO 1, PINK BERRY",8,-4,0,Z2LS01,BROKEN,25/26
Zuma Tunjungan Plaza,Z2CL0BZCL1,BABY,MICKEY,"BABY BOYS COLLAB 1, DISNEY MICKEY BLACK",2,0,0,,BROKEN,21/22
Zuma Tunjungan Plaza,Z2CA0BZCL1,BABY,MICKEY,"BABY BOYS CLASSIC 2, HAZELNUT",3,-1,0,,BROKEN,"23/24, 25/26"
Zuma Tunjungan Plaza,Z1MF02MF01,BABY,MICKEY & FRIENDS,"BABY GIRLS COLLAB 1, DISNEY MICKEY & FRIENDS PINK",1,5,0,Z2MF01,BROKEN,25/26
Zuma Tunjungan Plaza,BB1CL2MF02,BABY,MICKEY & FRIENDS,"BABY BOYS COLLAB 2, DISNEY MICKEY & FRIENDS BLUE",2,2,0,Z2MF02,BROKEN,25/26
Zuma Tunjungan Plaza,Z1MF02MF03,BABY,MICKEY & FRIENDS,"BABY BOYS COLLAB 3, DISNEY MICKEY & FRIENDS BROWN",3,8,1,Z2MF03,FULL,
Zuma Tunjungan Plaza,Z2GC0BZCL1,BABY,MINNIE,"BABY GIRLS COLLAB 1, PINK",3,-4,0,Z2GC01,BROKEN,"21/22, 25/26"
Zuma Tunjungan Plaza,Z2PH02PH01,BABY,POOH,"BABY POOH 1, MOCHA",8,-2,0,Z2PH01,FULL,
Zuma Tunjungan Plaza,Z2PH02PH02,BABY,POOH,"BABY POOH 2, SOFT PINK",8,-3,0,Z2PH02,BROKEN,25/26
Zuma Tunjungan Plaza,Z2PS02PS01,BABY,PRINCESS,"BABY GIRLS PRINCESS SNOW WHITE 1, RED",3,6,1,Z2PS01,FULL,
Zuma Tunjungan Plaza,Z2PS02PS03,BABY,PRINCESS,"BABY GIRLS PRINCESS ARIEL 3, GREEN",2,-4,0,Z2PS03,BROKEN,25/26
Zuma Tunjungan Plaza,Z2PS02PS02,BABY,PRINCESS,"BABY GIRLS PRINCESS BELLE 2, YELLOW",4,0,0,Z2PS02,BROKEN,"21/22, 23/24, 25/26"
Zuma Tunjungan Plaza,Z2PS02PS04,BABY,PRINCESS,"BABY GIRLS PRINCESS CINDERELLA 4, BLUE",4,0,0,Z2PS04,BROKEN,"21/22, 23/24, 25/26"
Zuma Tunjungan Plaza,Z2VS02VS02,BABY,STITCH,"BABY VELCRO STITCH 2, PINK",8,4,0,Z2VS02,FULL,
Zuma Tunjungan Plaza,Z2VS02VS01,BABY,STITCH,"BABY VELCRO STITCH 1, NAVY",8,7,1,Z2VS01,FULL,
Zuma Tunjungan Plaza,Z2TS02TS01,BABY,TOY STORY,"BABY BOYS TOY STORY 1, BROWN",2,-2,0,Z2TS01,BROKEN,"21/22, 25/26"
Zuma Tunjungan Plaza,Z2TS02TS03,BABY,TOY STORY,"BABY BOYS TOY STORY 3, GREEN",2,-1,0,Z2TS03,FULL,
Zuma Tunjungan Plaza,Z2VB02VB01,BABY,VELCRO,"BABY VELCRO BRICKS 1, ALL BLACK",1,1,0,Z2VB01,BROKEN,"23/24, 25/26"
Zuma Tunjungan Plaza,Z2VB02VB02,BABY,VELCRO,"BABY VELCRO BRICKS 2, COCOA",2,-16,-1,Z2VB02,FULL,
Zuma Tunjungan Plaza,Z2VB02VB03,BABY,VELCRO,"BABY VELCRO BRICKS 3, GREY",1,1,0,Z2VB03,BROKEN,"23/24, 25/26"
Zuma Tunjungan Plaza,Z2VB02VB05,BABY,VELCRO,"BABY VELCRO BRICKS 5, OAT PINK",2,1,0,Z2VB05,BROKEN,21/22
Zuma Tunjungan Plaza,Z2VB02VB06,BABY,VELCRO,"BABY VELCRO BRICKS 6, SAGE",3,-3,0,Z2VB06,FULL,
Zuma Tunjungan Plaza,Z2VB02VB04,BABY,VELCRO,"BABY VELCRO BRICKS 4, CORAL",2,1,0,Z2VB04,BROKEN,21/22
Zuma Tunjungan Plaza,Z2WB02WB05,BABY,WBB,"BABY WBB 5, WHITE",2,9,1,Z2WB05,BROKEN,18/19
Zuma Tunjungan Plaza,Z2WB02WB03,BABY,WBB,"BABY WBB 3, BROWN",2,-21,-2,Z2WB03,FULL,
Zuma Tunjungan Plaza,Z2WB02WB04,BABY,WBB,"BABY WBB 4, GREY",2,10,1,Z2WB04,FULL,
ZUMA PTC,M1AMVMV102,MEN,AIRMOVE,"MEN AIRMOVE 2, INDIGO TAN",8,23,2,M1AMV102,FULL,
ZUMA PTC,M1AMVMV103,MEN,AIRMOVE,"MEN AIRMOVE 3, DEEP GREEN",8,13,1,M1AMV103,FULL,
ZUMA PTC,M1AMVMV101,MEN,AIRMOVE,"MEN AIRMOVE 1, BLACK",8,9,1,M1AMV101,FULL,
ZUMA PTC,M1BLVLV212,MEN,BLACKSERIES,"MEN BLACK SERIES 12, BROWN STONE",2,6,0,M1BLV212,BROKEN,40
ZUMA PTC,M1BLVLV214,MEN,BLACKSERIES,"MEN BLACK SERIES 14, BONE WHITE",1,20,2,M1BLV214,BROKEN,40
ZUMA PTC,M1BLVLV211,MEN,BLACKSERIES,"MEN BLACK SERIES 11, FOREST BIOME",2,4,0,M1BLV211,BROKEN,39
ZUMA PTC,M1BL0LV209,MEN,BLACKSERIES,"MEN BLACK SERIES 9, ARMY",1,-4,0,M1BLV209,BROKEN,39
ZUMA PTC,MBLACLV204,MEN,BLACKSERIES,"MEN BLACK SERIES 4, LIGHT OLIVE",2,11,1,M1BLV204,BROKEN,"39, 40"
ZUMA PTC,M1BL1LV210,MEN,BLACKSERIES,"MEN BLACK SERIES 10, TERRACOTTA",2,-11,-1,M1BLV210,BROKEN,"43, 44"
ZUMA PTC,MBLACLV203,MEN,BLACKSERIES,"MEN BLACK SERIES 3, COSMIC GREY",1,-5,0,M1BLV203,BROKEN,43
ZUMA PTC,MBLACLV206,MEN,BLACKSERIES,"MEN BLACK SERIES 6, STONE BLUE",1,18,1,M1BLV206,BROKEN,39
ZUMA PTC,M1BLVLV113,MEN,BLACKSERIES,"MEN BLACK SERIES 13, LEGION BLUE",3,0,0,M1BLV113,BROKEN,"39, 40, 41, 42, 43, 44"
ZUMA PTC,MBLACLV205,MEN,BLACKSERIES,"MEN BLACK SERIES 5, PEANUT",1,0,0,M1BLV205,BROKEN,41
ZUMA PTC,M1BL0LV208,MEN,BLACKSERIES,"MEN BLACK SERIES 8, NAVY",1,-1,0,M1BLV208,BROKEN,40
ZUMA PTC,M1CA2AV224,MEN,CLASSIC,"MEN CLASSIC 24, NAVY GREY",1,17,1,M1CAV124,FULL,
ZUMA PTC,M1CA3AV232,MEN,CLASSIC,"MEN CLASSIC 32, BLACK STONE",1,10,1,M1CAV232,FULL,
ZUMA PTC,SJ1ACAV201,MEN,CLASSIC,"MEN CLASSIC 1, JET BLACK",1,13,1,M1CAV201,FULL,
ZUMA PTC,M1CA2AV227,MEN,CLASSIC,"MEN CLASSIC 27, GREY GREY",1,-14,-1,M1CAV227,BROKEN,"43, 44"
ZUMA PTC,M1CA2AV223,MEN,CLASSIC,"MEN CLASSIC 23, NAVY BLACK",1,-2,0,M1CAV223,BROKEN,"39, 41, 42, 43"
ZUMA PTC,M1CA3AV230,MEN,CLASSIC,"MEN CLASSIC 30, BROWN BLACK",3,10,1,M1CAV230,BROKEN,39
ZUMA PTC,M1CA3AV231,MEN,CLASSIC,"MEN CLASSIC 31, BLACK TURQUOISE",2,-12,-1,M1CAV231,BROKEN,44
ZUMA PTC,M1CA3AV233,MEN,CLASSICEARTH,"MEN CLASSIC EARTH 33, MOCHA",3,-5,0,M1CAV233,BROKEN,43
ZUMA PTC,M1CA3AV236,MEN,CLASSICEARTH,"MEN CLASSIC EARTH 36, OLIVE",2,0,0,M1CAV236,BROKEN,"39, 40, 41, 42, 43, 44"
ZUMA PTC,M1COVOV101,MEN,CLOUD,"MEN CLOUD 1, BLACK",4,1,0,M1COV101,BROKEN,"40, 41, 42, 43"
ZUMA PTC,M1COVOV105,MEN,CLOUD,"MEN CLOUD 5, BLACK GREY",4,1,0,M1COV105,BROKEN,"40, 41, 42, 43"
ZUMA PTC,M1COVOV102,MEN,CLOUD,"MEN CLOUD 2, NAVY",4,0,0,M1COV102,BROKEN,"40, 41, 42, 43"
ZUMA PTC,M1COVOV103,MEN,CLOUD,"MEN CLOUD 3, ALMOND",4,0,0,M1COV103,BROKEN,"40, 41, 42, 43"
ZUMA PTC,M1COVOV104,MEN,CLOUD,"MEN CLOUD 4, TEAL BLACK",4,0,0,M1COV104,BROKEN,"40, 41, 42, 43"
ZUMA PTC,M1COVOV106,MEN,CLOUD,"MEN CLOUD 6, ARMY KHAKI",4,0,0,M1COV106,BROKEN,"40, 41, 42, 43"
ZUMA PTC,M1DL0LV101,MEN,DALLAS,"MEN DALLAS 1, JET BLACK",1,1,0,M1DLV101,BROKEN,43
ZUMA PTC,M1DLVLV103,MEN,DALLAS,"MEN DALLAS 3, GREY",2,5,0,M1DLV103,BROKEN,42
ZUMA PTC,M1DL0LV105,MEN,DALLAS,"MEN DALLAS 5, ALMOND",3,-6,0,M1DLV105,BROKEN,"40, 41, 44"
ZUMA PTC,M1DL0ZZDL3,MEN,DALLAS,"MEN DALLAS 3, GRAY",3,0,0,M1DL03,BROKEN,"40, 41, 42, 43, 44"
ZUMA PTC,M1DLVLV108,MEN,DALLAS,"MEN DALLAS 8, ORION",4,0,0,M1DLV108,BROKEN,"40, 41, 42, 43, 44"
ZUMA PTC,M1LCVCV208,MEN,LUCA,"MEN LUCA 8, ALL BLACK",2,-6,-1,MN1LCV208,FULL,
